ticket_id,customer_id,region,created_at,category,priority,status,description
TKT-2073,USR-89346,Southeast,2026-06-26 07:36:00,Product Question,Medium,Closed,Customer inquiry regarding product question issue.
TKT-2074,USR-95520,Southeast,2026-06-26 10:28:00,Refund Request,Low,Closed,Customer inquiry regarding refund request issue.
TKT-2075,USR-28102,Southeast,2026-06-26 04:37:00,Refund Request,High,Closed,Customer inquiry regarding refund request issue.
TKT-2076,USR-66369,Southeast,2026-06-26 09:44:00,Bug Report,High,Closed,Customer inquiry regarding bug report issue.
TKT-2077,USR-18888,Southeast,2026-06-26 04:41:00,Refund Request,Low,Closed,Customer inquiry regarding refund request issue.
TKT-2078,USR-51628,Southeast,2026-06-26 17:34:00,Bug Report,Low,Closed,Customer inquiry regarding bug report issue.
TKT-2079,USR-63903,Southeast,2026-06-26 04:46:00,Login Issue,Medium,Open,Customer inquiry regarding login issue issue.
TKT-2080,USR-29917,Southeast,2026-06-26 09:28:00,Bug Report,High,Closed,Customer inquiry regarding bug report issue.
TKT-2081,USR-90213,Southeast,2026-06-26 06:06:00,Product Question,Low,Closed,Customer inquiry regarding product question issue.
TKT-2082,USR-40266,Southeast,2026-06-26 19:17:00,Refund Request,High,Solved,Customer inquiry regarding refund request issue.
TKT-2083,USR-57089,Southeast,2026-06-26 19:14:00,Product Question,High,Closed,Customer inquiry regarding product question issue.
TKT-2084,USR-89260,Southeast,2026-06-26 02:44:00,Shipping,Low,Solved,Customer inquiry regarding shipping issue.
TKT-2085,USR-60785,Southeast,2026-06-26 15:45:00,Bug Report,Medium,Closed,Customer inquiry regarding bug report issue.
TKT-2086,USR-39658,Southeast,2026-06-26 15:30:00,Product Question,Low,Closed,Customer inquiry regarding product question issue.
TKT-2087,USR-39170,Northeast,2026-06-26 01:26:00,Login Issue,Medium,Open,Customer inquiry regarding login issue issue.
TKT-2088,USR-33209,Northeast,2026-06-26 23:42:00,Product Question,Low,Closed,Customer inquiry regarding product question issue.
TKT-2089,USR-69971,Northeast,2026-06-26 14:55:00,Refund Request,Medium,Closed,Customer inquiry regarding refund request issue.
TKT-2090,USR-59856,Northeast,2026-06-26 07:27:00,Shipping,Low,Solved,Customer inquiry regarding shipping issue.
TKT-2091,USR-87831,Northeast,2026-06-26 23:20:00,Shipping,High,Solved,Customer inquiry regarding shipping issue.
TKT-2092,USR-78242,Northeast,2026-06-26 17:33:00,Bug Report,High,Closed,Customer inquiry regarding bug report issue.
TKT-2093,USR-77987,Northeast,2026-06-26 03:28:00,Shipping,Low,Closed,Customer inquiry regarding shipping issue.
TKT-2094,USR-60777,Northeast,2026-06-26 17:25:00,Bug Report,Low,Solved,Customer inquiry regarding bug report issue.
TKT-2095,USR-48165,Northeast,2026-06-26 16:48:00,Bug Report,Low,Closed,Customer inquiry regarding bug report issue.
TKT-2096,USR-31821,Northeast,2026-06-26 14:25:00,Billing,Medium,Open,Customer inquiry regarding billing issue.
TKT-2097,USR-28643,Northeast,2026-06-26 13:18:00,Refund Request,Low,Solved,Customer inquiry regarding refund request issue.
TKT-2098,USR-75622,Northeast,2026-06-26 14:53:00,Bug Report,Medium,Closed,Customer inquiry regarding bug report issue.
TKT-2099,USR-52396,Midwest,2026-06-26 22:34:00,Product Question,Medium,Open,Customer inquiry regarding product question issue.
TKT-2100,USR-36467,Midwest,2026-06-26 14:01:00,Product Question,Medium,Solved,Customer inquiry regarding product question issue.
TKT-2101,USR-26193,Midwest,2026-06-26 14:05:00,Billing,Medium,Closed,Customer inquiry regarding billing issue.
TKT-2102,USR-21181,Midwest,2026-06-26 02:07:00,Bug Report,Medium,Closed,Customer inquiry regarding bug report issue.
TKT-2103,USR-90225,Midwest,2026-06-26 16:45:00,Shipping,High,Solved,Customer inquiry regarding shipping issue.
TKT-2104,USR-32398,Midwest,2026-06-26 05:24:00,Refund Request,Medium,Closed,Customer inquiry regarding refund request issue.
TKT-2105,USR-28953,Midwest,2026-06-26 10:36:00,Bug Report,Low,Closed,Customer inquiry regarding bug report issue.
TKT-2106,USR-50378,Midwest,2026-06-26 05:49:00,Bug Report,Low,Open,Customer inquiry regarding bug report issue.
TKT-2107,USR-25408,Midwest,2026-06-26 09:46:00,Shipping,Medium,Closed,Customer inquiry regarding shipping issue.
TKT-2108,USR-11600,Midwest,2026-06-26 04:12:00,Login Issue,High,Closed,Customer inquiry regarding login issue issue.
TKT-2109,USR-89689,Midwest,2026-06-26 14:31:00,Shipping,High,Closed,Customer inquiry regarding shipping issue.
TKT-2110,USR-69472,West,2026-06-26 15:15:00,Product Question,High,Open,Customer inquiry regarding product question issue.
TKT-2111,USR-10861,West,2026-06-26 13:28:00,Login Issue,High,Solved,Customer inquiry regarding login issue issue.
TKT-2112,USR-92396,West,2026-06-26 07:56:00,Refund Request,Medium,Solved,Customer inquiry regarding refund request issue.
TKT-2113,USR-29432,West,2026-06-26 17:52:00,Product Question,Low,Closed,Customer inquiry regarding product question issue.
TKT-2114,USR-14250,West,2026-06-26 01:41:00,Billing,Low,Closed,Customer inquiry regarding billing issue.
TKT-2115,USR-21495,West,2026-06-26 21:36:00,Refund Request,Medium,Closed,Customer inquiry regarding refund request issue.
TKT-2116,USR-98092,West,2026-06-26 01:06:00,Shipping,Low,Closed,Customer inquiry regarding shipping issue.
TKT-2117,USR-85010,West,2026-06-26 09:39:00,Bug Report,High,Solved,Customer inquiry regarding bug report issue.
TKT-2118,USR-57210,West,2026-06-26 17:11:00,Shipping,High,Solved,Customer inquiry regarding shipping issue.
TKT-2119,USR-59668,West,2026-06-26 01:05:00,Billing,Medium,Closed,Customer inquiry regarding billing issue.
TKT-2120,USR-48382,West,2026-06-26 02:48:00,Shipping,High,Closed,Customer inquiry regarding shipping issue.
TKT-2121,USR-53150,West,2026-06-26 15:08:00,Login Issue,High,Closed,Customer inquiry regarding login issue issue.
TKT-2122,USR-90223,West,2026-06-26 16:26:00,Refund Request,Low,Closed,Customer inquiry regarding refund request issue.
TKT-2123,USR-47642,Southeast,2026-06-27 20:33:00,Login Issue,Medium,Solved,Customer inquiry regarding login issue issue.
TKT-2124,USR-85385,Southeast,2026-06-27 13:38:00,Billing,Medium,Solved,Customer inquiry regarding billing issue.
TKT-2125,USR-75063,Southeast,2026-06-27 19:22:00,Product Question,High,Solved,Customer inquiry regarding product question issue.
TKT-2126,USR-33580,Southeast,2026-06-27 16:46:00,Bug Report,Medium,Open,Customer inquiry regarding bug report issue.
TKT-2127,USR-10207,Southeast,2026-06-27 19:14:00,Bug Report,Medium,Closed,Customer inquiry regarding bug report issue.
TKT-2128,USR-37175,Southeast,2026-06-27 03:01:00,Shipping,High,Closed,Customer inquiry regarding shipping issue.
TKT-2129,USR-55829,Southeast,2026-06-27 19:26:00,Shipping,Low,Closed,Customer inquiry regarding shipping issue.
TKT-2130,USR-93967,Southeast,2026-06-27 17:51:00,Bug Report,Low,Closed,Customer inquiry regarding bug report issue.
TKT-2131,USR-50340,Southeast,2026-06-27 06:44:00,Billing,Medium,Closed,Customer inquiry regarding billing issue.
TKT-2132,USR-24920,Southeast,2026-06-27 09:32:00,Refund Request,Medium,Closed,Customer inquiry regarding refund request issue.
TKT-2133,USR-90739,Southeast,2026-06-27 21:21:00,Billing,Medium,Solved,Customer inquiry regarding billing issue.
TKT-2134,USR-54294,Southeast,2026-06-27 00:53:00,Product Question,Low,Closed,Customer inquiry regarding product question issue.
TKT-2135,USR-73110,Southeast,2026-06-27 21:30:00,Shipping,Low,Closed,Customer inquiry regarding shipping issue.
TKT-2136,USR-70616,Southeast,2026-06-27 04:40:00,Shipping,High,Closed,Customer inquiry regarding shipping issue.
TKT-2137,USR-49235,Southeast,2026-06-27 13:59:00,Bug Report,Low,Solved,Customer inquiry regarding bug report issue.
TKT-2138,USR-80239,Southeast,2026-06-27 18:46:00,Bug Report,Medium,Solved,Customer inquiry regarding bug report issue.
TKT-2139,USR-56346,Southeast,2026-06-27 00:13:00,Refund Request,High,Closed,Customer inquiry regarding refund request issue.
TKT-2140,USR-59183,Southeast,2026-06-27 02:09:00,Billing,Low,Closed,Customer inquiry regarding billing issue.
TKT-2141,USR-61061,Northeast,2026-06-27 20:34:00,Product Question,High,Solved,Customer inquiry regarding product question issue.
TKT-2142,USR-14145,Northeast,2026-06-27 05:38:00,Login Issue,Medium,Closed,Customer inquiry regarding login issue issue.
TKT-2143,USR-58704,Northeast,2026-06-27 08:26:00,Login Issue,Medium,Closed,Customer inquiry regarding login issue issue.
TKT-2144,USR-49625,Northeast,2026-06-27 14:53:00,Billing,Low,Solved,Customer inquiry regarding billing issue.
TKT-2145,USR-22137,Northeast,2026-06-27 05:07:00,Billing,Low,Closed,Customer inquiry regarding billing issue.
TKT-2146,USR-30195,Northeast,2026-06-27 14:32:00,Login Issue,Medium,Solved,Customer inquiry regarding login issue issue.
TKT-2147,USR-50679,Northeast,2026-06-27 06:21:00,Shipping,High,Solved,Customer inquiry regarding shipping issue.
TKT-2148,USR-36894,Northeast,2026-06-27 10:09:00,Login Issue,High,Closed,Customer inquiry regarding login issue issue.
TKT-2149,USR-25182,Northeast,2026-06-27 23:02:00,Shipping,Medium,Solved,Customer inquiry regarding shipping issue.
TKT-2150,USR-21413,Northeast,2026-06-27 00:19:00,Login Issue,High,Solved,Customer inquiry regarding login issue issue.
TKT-2151,USR-96374,Northeast,2026-06-27 10:29:00,Login Issue,Low,Solved,Customer inquiry regarding login issue issue.
TKT-2152,USR-93735,Northeast,2026-06-27 23:19:00,Login Issue,High,Closed,Customer inquiry regarding login issue issue.
TKT-2153,USR-46261,Northeast,2026-06-27 06:20:00,Product Question,Low,Closed,Customer inquiry regarding product question issue.
TKT-2154,USR-45866,Midwest,2026-06-27 21:07:00,Billing,Low,Closed,Customer inquiry regarding billing issue.
TKT-2155,USR-23418,Midwest,2026-06-27 03:00:00,Refund Request,High,Solved,Customer inquiry regarding refund request issue.
TKT-2156,USR-45527,West,2026-06-27 06:34:00,Billing,High,Closed,Customer inquiry regarding billing issue.
TKT-2157,USR-32449,West,2026-06-27 04:45:00,Billing,High,Closed,Customer inquiry regarding billing issue.
TKT-2158,USR-68149,West,2026-06-27 02:19:00,Refund Request,Medium,Solved,Customer inquiry regarding refund request issue.
TKT-2159,USR-23884,West,2026-06-27 01:08:00,Login Issue,Medium,Closed,Customer inquiry regarding login issue issue.
TKT-2160,USR-33459,West,2026-06-27 12:03:00,Login Issue,Medium,Open,Customer inquiry regarding login issue issue.
TKT-2161,USR-90781,West,2026-06-27 22:38:00,Refund Request,High,Open,Customer inquiry regarding refund request issue.
TKT-2162,USR-20295,West,2026-06-27 11:19:00,Billing,Low,Solved,Customer inquiry regarding billing issue.
TKT-2163,USR-22748,West,2026-06-27 14:36:00,Product Question,Low,Open,Customer inquiry regarding product question issue.
TKT-2164,USR-39333,Southeast,2026-06-28 22:49:00,Shipping,Medium,Closed,Customer inquiry regarding shipping issue.
TKT-2165,USR-61390,Southeast,2026-06-28 04:55:00,Refund Request,Medium,Closed,Customer inquiry regarding refund request issue.
TKT-2166,USR-69412,Southeast,2026-06-28 05:44:00,Bug Report,Medium,Closed,Customer inquiry regarding bug report issue.
TKT-2167,USR-56064,Southeast,2026-06-28 15:01:00,Login Issue,Medium,Closed,Customer inquiry regarding login issue issue.
TKT-2168,USR-89225,Southeast,2026-06-28 15:29:00,Product Question,Medium,Closed,Customer inquiry regarding product question issue.
TKT-2169,USR-24022,Southeast,2026-06-28 18:08:00,Refund Request,Low,Open,Customer inquiry regarding refund request issue.
TKT-2170,USR-79828,Southeast,2026-06-28 10:35:00,Bug Report,Low,Closed,Customer inquiry regarding bug report issue.
TKT-2171,USR-91379,Southeast,2026-06-28 14:25:00,Refund Request,Medium,Closed,Customer inquiry regarding refund request issue.
TKT-2172,USR-18658,Southeast,2026-06-28 07:35:00,Product Question,Medium,Open,Customer inquiry regarding product question issue.
TKT-2173,USR-67062,Southeast,2026-06-28 10:13:00,Bug Report,High,Open,Customer inquiry regarding bug report issue.
TKT-2174,USR-32686,Northeast,2026-06-28 18:50:00,Billing,High,Closed,Customer inquiry regarding billing issue.
TKT-2175,USR-73783,Northeast,2026-06-28 21:42:00,Login Issue,High,Solved,Customer inquiry regarding login issue issue.
TKT-2176,USR-82756,Northeast,2026-06-28 03:37:00,Refund Request,Medium,Closed,Customer inquiry regarding refund request issue.
TKT-2177,USR-63188,Northeast,2026-06-28 03:52:00,Shipping,Low,Closed,Customer inquiry regarding shipping issue.
TKT-2178,USR-59664,Northeast,2026-06-28 02:38:00,Login Issue,High,Solved,Customer inquiry regarding login issue issue.
TKT-2179,USR-21866,Northeast,2026-06-28 10:31:00,Bug Report,High,Closed,Customer inquiry regarding bug report issue.
TKT-2180,USR-29231,Northeast,2026-06-28 06:52:00,Product Question,High,Closed,Customer inquiry regarding product question issue.
TKT-2181,USR-61115,Northeast,2026-06-28 21:09:00,Shipping,High,Closed,Customer inquiry regarding shipping issue.
TKT-2182,USR-99327,Northeast,2026-06-28 19:36:00,Shipping,Low,Closed,Customer inquiry regarding shipping issue.
TKT-2183,USR-66980,Northeast,2026-06-28 10:19:00,Refund Request,High,Closed,Customer inquiry regarding refund request issue.
TKT-2184,USR-11064,Northeast,2026-06-28 22:58:00,Billing,Low,Solved,Customer inquiry regarding billing issue.
TKT-2185,USR-18180,Northeast,2026-06-28 19:32:00,Shipping,Low,Closed,Customer inquiry regarding shipping issue.
TKT-2186,USR-83404,Northeast,2026-06-28 11:57:00,Refund Request,Low,Closed,Customer inquiry regarding refund request issue.
TKT-2187,USR-87353,Midwest,2026-06-28 09:55:00,Login Issue,Low,Open,Customer inquiry regarding login issue issue.
TKT-2188,USR-63219,Midwest,2026-06-28 12:40:00,Billing,High,Open,Customer inquiry regarding billing issue.
TKT-2189,USR-72242,Midwest,2026-06-28 12:27:00,Refund Request,Low,Closed,Customer inquiry regarding refund request issue.
TKT-2190,USR-64687,Midwest,2026-06-28 04:12:00,Refund Request,Medium,Closed,Customer inquiry regarding refund request issue.
TKT-2191,USR-11520,Midwest,2026-06-28 04:18:00,Bug Report,Low,Closed,Customer inquiry regarding bug report issue.
TKT-2192,USR-96235,Midwest,2026-06-28 02:41:00,Login Issue,Low,Open,Customer inquiry regarding login issue issue.
TKT-2193,USR-69772,Midwest,2026-06-28 13:08:00,Login Issue,Low,Open,Customer inquiry regarding login issue issue.
TKT-2194,USR-69558,Midwest,2026-06-28 22:38:00,Shipping,High,Closed,Customer inquiry regarding shipping issue.
TKT-2195,USR-56570,Midwest,2026-06-28 16:27:00,Refund Request,Medium,Open,Customer inquiry regarding refund request issue.
TKT-2196,USR-85751,West,2026-06-28 07:11:00,Shipping,High,Closed,Customer inquiry regarding shipping issue.
TKT-2197,USR-45291,West,2026-06-28 15:54:00,Bug Report,Low,Solved,Customer inquiry regarding bug report issue.
TKT-2198,USR-14385,West,2026-06-28 13:59:00,Refund Request,High,Closed,Customer inquiry regarding refund request issue.
TKT-2199,USR-24832,West,2026-06-28 01:36:00,Shipping,High,Closed,Customer inquiry regarding shipping issue.
TKT-2200,USR-78997,West,2026-06-28 18:30:00,Bug Report,Low,Closed,Customer inquiry regarding bug report issue.
TKT-2201,USR-89963,West,2026-06-28 08:29:00,Refund Request,Low,Solved,Customer inquiry regarding refund request issue.
TKT-2202,USR-99662,West,2026-06-28 02:15:00,Shipping,High,Closed,Customer inquiry regarding shipping issue.
TKT-2203,USR-11413,Southeast,2026-06-29 09:39:00,Login Issue,Medium,Solved,Customer inquiry regarding login issue issue.
TKT-2204,USR-53452,Southeast,2026-06-29 15:29:00,Refund Request,Medium,Solved,Customer inquiry regarding refund request issue.
TKT-2205,USR-14630,Southeast,2026-06-29 13:22:00,Billing,Medium,Closed,Customer inquiry regarding billing issue.
TKT-2206,USR-83886,Southeast,2026-06-29 22:59:00,Refund Request,High,Closed,Customer inquiry regarding refund request issue.
TKT-2207,USR-32161,Southeast,2026-06-29 08:03:00,Bug Report,Medium,Solved,Customer inquiry regarding bug report issue.
TKT-2208,USR-13578,Southeast,2026-06-29 18:03:00,Bug Report,Medium,Solved,Customer inquiry regarding bug report issue.
TKT-2209,USR-20074,Southeast,2026-06-29 09:31:00,Login Issue,Low,Solved,Customer inquiry regarding login issue issue.
TKT-2210,USR-46073,Southeast,2026-06-29 08:16:00,Product Question,High,Closed,Customer inquiry regarding product question issue.
TKT-2211,USR-32886,Southeast,2026-06-29 08:00:00,Bug Report,Low,Solved,Customer inquiry regarding bug report issue.
TKT-2212,USR-58466,Southeast,2026-06-29 18:47:00,Product Question,High,Open,Customer inquiry regarding product question issue.
TKT-2213,USR-33699,Southeast,2026-06-29 05:16:00,Bug Report,Low,Open,Customer inquiry regarding bug report issue.
TKT-2214,USR-29014,Northeast,2026-06-29 16:55:00,Login Issue,Medium,Closed,Customer inquiry regarding login issue issue.
TKT-2215,USR-60222,Northeast,2026-06-29 19:59:00,Product Question,Medium,Open,Customer inquiry regarding product question issue.
TKT-2216,USR-37637,Northeast,2026-06-29 07:42:00,Shipping,High,Closed,Customer inquiry regarding shipping issue.
TKT-2217,USR-25203,Northeast,2026-06-29 18:46:00,Billing,Low,Closed,Customer inquiry regarding billing issue.
TKT-2218,USR-49500,Northeast,2026-06-29 01:10:00,Shipping,Medium,Open,Customer inquiry regarding shipping issue.
TKT-2219,USR-99589,Northeast,2026-06-29 15:47:00,Refund Request,Low,Open,Customer inquiry regarding refund request issue.
